'a'zi'fu'chuang'qi 阿姊扶床泣
'wen'zheng'ming'bai'nian 文徵明拜年
'wen'zheng'ming'man'jiang'hong'fu'shi'can'bei 文徵明满江红拂拭残碑
'wo'ai'chang'tian'han'jia'yue 我爱长天汉家月
'wo'jia'xi'yan'chi'tou'shu 我家洗砚池头树
'wo'nian'shi'wu'jiu 我年适五九
'wo'ta'er'jin'you'shu'shui 卧榻而今又属谁
'wo'ting'xian'jia'ji'quan'sheng 卧听仙家鸡犬声
'wo'yi'sui'ren'tou'shu'zhi 我亦随人投数纸
'wu'feng'zhen'dian'liang'ru'mu 午风枕簟凉如沐
'wu'geng'cang'hai'ri'san'gan 五更沧海日三竿
'wu'geng'feng'ji'niao'sheng'san 五更风急鸟声散
'wu'gong'hua'cao 吴宫花草
'wu'hu'ai'zai 呜呼哀哉
'wu'ji'dang'jiang'ru'cheng'qu 吴姬荡桨入城去
'wu'nai'feng'chui'yu'da'chou 无奈风吹雨打愁
'wu'qing'tao'ye'jiang'tou'du 无情桃叶江头渡
'wu'ren'bu'shi'tao'hua'mian 无人不是桃花面
'wu'ren'zhi'shi'li'gui'nian 无人知是李龟年
'wu'sheng'fei'zhuang'shi 吾生非壮士
'wu'shu'mei'hua'luo'ye'qiao 无数梅花落野桥
'wu'shu'qing'guang'wei'lu'bang 无数清光委路傍
'wu'xian'shan'he'lei 无限山河泪
'wu'xie'ge'lou'ju'ji'mo 舞榭歌楼俱寂寞
'wu'ye'jiang'sheng'tui'yue'shang 午夜江声推月上
'wu'zhen'hua'zhu 吴镇画竹
'wu'zhen'jiu'quan'zi'chun'bo'yan'yu 吴镇酒泉子春波烟雨
'wu'zhen'jiu'quan'zi'yuan'hu'chun'xiao 吴镇酒泉子鸳湖春晓
'xi'feng'chui'ke'shang'ma'qu 西风吹客上马去
'xi'feng'ming'su'meng'hun'dan 西风鸣宿梦魂单
'xi'feng'zhi'zai'han'shan'si 西风只在寒山寺
'xi'hu'san'bai'mu 西湖三百亩
'xi'hua'men'wai'yu'cong'jiao 西华门外玉骢骄
'xi'jiao'shi'nian'yi'shang'lei 细较十年衣上泪
'xi'lin'shou'yu'bo'jiu'ling 西林收雨鹁鸠灵
'xi'ling'yan'yu'yue'wang'gong 西泠烟雨岳王宫
'xi'ma'gu'song'jian 系马古松间
'xi'nian'yan'yu'zui'gao'lou 昔年烟雨最高楼
'xi'xiao'shi'shi'lv'yu'fan 西笑时时绿羽翻
'xi'xie'ting'qian'yi'shu'jiao 戏写庭前一树蕉
'xi'yang'hai'zai'shui'bian'ming 夕阳还在水边明
'xi'yang'man'chuan'hong'ye'ming 夕阳满川红叶明
'xi'yu'rong'rong'shi'lian'hua 细雨茸茸湿楝花
'xi'yu'xiao'han'sheng'lv'sha 细雨小寒生绿纱
'xi'zi'hu'tou'you'wo'shi 西子湖头有我师
'xia'wan'chun'bie'yun'jian 夏完淳别云间
'xia'wan'chun'ji'shi'qi'yi 夏完淳即事其一
'xia'wan'chun'jue'ju 夏完淳绝句
'xian'chui'xia'pian'dao'hua'jian 先吹霞片到花尖
'xian'ju'yu'yuan'wei 闲居与愿违
'xian'lu'ge'qin'feng 仙路隔秦封
'xian'xin'jian'jing'lv 闲心兼静侣
'xiang'feng'bu'ken'tong'ming'xing 相逢不肯通名姓
'xiang'feng'zai'meng'zhong 相逢在梦中
'xiang'gan'hong'shu 香柑红树
'xiang'lai'jing'chu'fang'zhi'ai 向来井处方知隘
'xiang'ning'fen'jie'hen 香凝粉节痕
'xiang'shu'jing'sui'da 乡书经岁达
'xiang'ye'jiang'yan'ding 向夜江烟定
'xiao'dui'bi'shan'ge'yi'qu 笑对碧山歌一曲
'xiao'lai'can'yue'guo'yun'tai 晓来残月过云台
'xiao'lou'ming'yue'wu'shan'xia 小楼明月吴山下
'xiao'lou'wei'zui'yue'hun'huang 小楼微醉月昏黄
'xiao'pai'hong'ya'yong'xin'zuo 笑拍洪崖咏新作
'xiao'qu'qu 笑区区
'xiao'sha'he'yang'shu'shang'hong 笑杀河阳树上红
'xiao'tao'zhi'xia'shi'luo'shang 小桃枝下试罗裳
'xiao'xiao'ying'luo'yan'chi'bian 萧萧影落砚池边
'xiao'yu'ru'si'luo'wan'feng 小雨如丝落晚风
'xiao'yuan'chun'nong'luo'zhao'xian 小院春浓落照闲
'xie'po'xiang'tan'meng'li'qiu 写破湘潭梦里秋
'xie'ri'ban'jiang'hong 斜日半江红
'xie'yang'yuan'shu 斜阳远树
'xie'zhen'gu'yi 谢榛古意
'xie'zhen'sai'xia'qu 谢榛塞下曲
'xin'ci'chuan'chang'mu'dan'ting 新词传唱牡丹亭
'xin'ci'luo'yi'tui'wan'chao 新赐罗衣退晚朝
'xin'fu'chong'liang'du'shui'chi 新妇舂粮独睡迟
'xin'ku'yi'jia'xiang'li'zhou 辛苦移家向溧州
'xin'zhi'yu'xi'wei'quan'chu 心知余习未全除
'xing'bian'jiang'nan'qing'li'di 行遍江南清丽地
'xing'fei'rong'ku'dou'bu'shi 兴废荣枯都不识
'xing'xing'wu'bie'yu 行行无别语
'xiong'feng'qing'jiao'jin 雄风清角劲
'xiu'hu'zhu'lian'you'lu'qi 绣户朱帘有路歧
'xiu'zhen'hun'qing'shu'yu'mu 绣枕魂清疏雨暮
'xu'qi'qing'feng'luo'you'xie 絮起晴风落又斜
'xu'wei'lan 徐渭兰
'xu'wei'man'qu 徐渭漫曲
'xu'wei'wang'yuan'zhang'dao'zhi'mei'hua 徐渭王元章倒枝梅画
'xu'xing'bu'ji'shan'shen'qian 徐行不记山深浅
'xu'zhen'qing'chun'si 徐祯卿春思
'xu'zhen'qing'jiang'nan'le'ba'shou'dai'nei'zuo'qi'liu 徐祯卿江南乐八首代内作其六
'xu'zhen'qing'ou'jian'shen'shan'qu'lu'jian 徐祯卿偶见深山曲路见
'xue'feng'gu'zhou'leng'yu'qiu 雪峰古甃冷于秋
'xue'lei'jiao'liu 血泪交流
'xue'man'liang'yuan'shang'wei'gui 雪满梁园尚未归
'xun'si'zhong'shi'xi'hu'hao 寻思终是西湖好
'yan'di'feng'chen'jin'gu'meng 眼底风尘今古梦
'yan'kan'cheng'shu'fu'cheng'si 眼看成树复成丝
'yan'lai'yan'qu'he'shi'liao 雁来雁去何时了
'yan'neng'shi'zi'shou'neng'shu 眼能识字手能书
'yan'ni'wu'wo'du'can'shu 燕泥污我读残书
'yan'ran'ceng'le'gu'ren'ming 燕然曾勒古人名
'yan'zhao'bei'ge'zui'bu'ping 燕赵悲歌最不平
'yan'zi'bu'lai'hua'you'luo 燕子不来花又落
'yang'hua'ru'xue 杨花如雪
'yang'ji'bai'yun'quan 杨基白云泉
'yang'ji'ji'chen'wei'yin'wei'yun 杨基寄陈惟寅惟允
'yang'ji'tian'ping'shan'zhong 杨基天平山中
'yang'ji'yu'shi'ke'jing'xun'gu'yuan 杨基遇史克敬询故园
'yang'ji'yue'yang'zu'feng 杨基岳阳阻风
'yang'liu'lou'qian'bai'bi'gua 杨柳楼前白鼻騧
'yang'liu'shen'shen'sang'ye'xin 杨柳深深桑叶新
'yang'shen'chun'wang'qi'yi 杨慎春望其一
'yang'shen'lin'jiang'xian'gun'gun'chang'jiang'dong'shi'shui 杨慎临江仙滚滚长江东逝水
'yang'shen'zao'chun 杨慎早春
'yang'shen'zeng'song'wen'bai'hu'shi'gang'she'ren 杨慎赠宋文百户石冈舍人
'yang'shi'qi'fa'huai'an 杨士奇发淮安
'yang'wei'zhen'chun'ri 杨维桢春日
'yang'wei'zhen'fei'xu 杨维桢飞絮
'yang'wei'zhen'yu'hou'yun'lin'tu 杨维桢雨后云林图
'yang'zai'dao'jing'shi 杨载到京师
'yang'zai'su'jun'yi'gong'hu'ting'si'shou'qi'er 杨载宿浚仪公湖亭四首其二
'yang'zi'jiang'tou'feng'lang'ping 扬子江头风浪平
'yang'zi'jiang'tou'yue'man'chuan 扬子江头月满船
'yao'dong'kuang'lu'shan 摇动匡庐山
'yao'liu'qing'bai'zai'ren'jian 要留清白在人间
'yao'tiao'jiang'nan'chun 窈窕江南春
'yao'wang'yun'shan'ge'dan'yan 遥望云山隔淡烟
'yao'xie'luo'xu 夭斜落絮
'ye'ban'feng'chui'ji'se'kai 夜半风吹霁色开
'ye'dian'tao'hua'hong'fen'zi 野店桃花红粉姿
'ye'han'mao'wu'yu'lai'shi 夜寒茅屋雨来时
'ye'hua'ping'bi'yuan'ti'juan 野花平碧怨啼鹃
'ye'lv'chu'cai'guo'jin'shan'he'ren'yun'qi'san 耶律楚材过金山和人韵其三
'ye'lv'chu'cai'zhe'gu'tian'ti'qi'zhen'dong 耶律楚材鹧鸪天题七真洞
'ye'ren'bu'shi'shang'chun'ke 野人不是伤春客
'ye'shui'bi'yu'cao 野水碧于草
'ye'ying'ti'sha'cheng'tou'wu 也应啼杀城头乌
'ye'you'qiu'qian'chu'duan'qiang 也有秋千出短墙
'ye'yue'duo'lin'hai 夜月多临海
'yi'ban'chun'se'you'ku'rong 一般春色有枯荣
'yi'ceng'liu'su'chu 忆曾留宿处
'yi'chen'dong'feng'yi'zhen'han 一陈东风一阵寒
'yi'chi'chun'shui'ai'yu'hui 一池春水霭余辉
'yi'ci'xun'jun'xi 以此殉君兮
'yi'dai'feng'chuang'shi'li'sha 一带风窗十里沙
'yi'dao'chang'hong'heng'kua'shui 一道长虹横跨水
'yi'fan'reng'zi'shi'zhou'gui 一帆仍自十洲归
'yi'fei'he'zhong 倚飞何重
'yi'gu'zai'nan'yi'gu'bei 一股在南一股北
'yi'guan'shui'you'xian'chao'zhi 衣冠谁有先朝制
'yi'gui'yi'he'neng 一桧亦何能
'yi'hong'mie 一鸿灭
'yi'hu'zhuo'jiu'xi'xiang'feng 一壶浊酒喜相逢
'yi'jia'huo'ji'yi'yu'chuan 一家活计一渔船
'yi'jian'heng'kong'xing'dou'han 一剑横空星斗寒
'yi'jiao'qian'men'wan'hu'kai 一叫千门万户开
'yi'jiu'xiao'xiao'ye'yu'sheng 依旧萧萧夜雨声
'yi'lu'ying'ti'song'dao'jia 一路莺啼送到家
'yi'mei'yuan'li'ban'jian'suo 一枚圆笠半肩蓑
'yi'nian'san'bai'liu'shi'ri 一年三百六十日
'yi'peng'ye'bian'rong'shen'le 一篷也便容身了
'yi'pian'yue'lin'cheng 一片月临城
'yi'po'gui'lai'ri 毅魄归来日
'yi'ri'san'qiu 一日三秋
'yi'sheng'qiang'guan'wu'ren'jian 一声羌管无人见
'yi'sheng'shi'ye'zong'cheng'kong 一生事业总成空
'yi'shu'feng'qing'shui'jie'shuo 一树风情谁解说
'yi'shu'sou'kong'bi 遗书搜孔壁
'yi'shuang'wu'yan 一双舞燕
'yi'shui'chan'yuan'yun'cao'bi 易水潺湲云草碧
'yi'ting'feng'yu'zi'huang'hun 一庭风雨自黄昏
'yi'xi'kan'du 依稀堪读
'yi'xian'huang'liu'zhang'shang'lai 一线黄流掌上来
'yi'xiang'yi'zu'ya'qian'hong 一香已足压千红
'yi'you'he'qiu 抑又何求
'yi'you'jiang'nan'wei'gui'ke 亦有江南未归客
'yi'yue'xiao'xi'hu 依约小西湖
'yi'zhang'chun'bo 一掌春波
'yi'zhao'qin'huai'bi'yu'qu 一棹秦淮碧玉蕖
'yi'zhen'xi'feng'chui'yu'san 一阵西风吹雨散
'yi'zhi'gong'shi'xian 亦知公事闲
'yi'zhi'he'you'shang'lin'qi 一枝何有上林期
'yi'zhi'pian'ye'xiu'qing'kan 一枝片叶休轻看
'yi'zhi'quan'lu'jin 已知泉路近
'yi'zhou'zhu'bie'feng 移舟住别峰
'yi'zi'kuai'sheng'liu'ti'hou 一自蒯生流涕后
'yi'zu'feng'bo'ye'he'hong 一族风波夜壑红
'yi'zuo'er'mao'ren 已作二毛人
'yin'jia'dan'bing'wu'shi'xian 银甲弹冰五十弦
'yin'zheng'duan'jue'shi'san'xian 银筝断绝十三弦
'ying'feng'sa'sa'dong'ling'ci 英风飒飒动灵祠
'yong'ye'xi'feng'niao'niao'lai 永夜西风袅袅来
'you'bao'dong'hu'she'wei'guan 又报东胡设伪官
'you'deng'wu'yue'bu'yu'ren 有灯无月不娱人
'you'dui'chun'feng'xue'wu'yao 犹对春风学舞腰
'you'huai'yi'jue'kuan 忧怀已觉宽
'you'jian'dong'feng'yu'liu'xie 又见东风御柳斜
'you'jiu'he'fang'zui 有酒何妨醉
'you'lai'you'ai'zhong'wu'bei 由来友爱钟吾辈
'you'neng'zui'mian'yang'kan'tian 犹能醉面仰看天
'you'ran'huai'diao'lun 悠然怀钓纶
'you'ru'zhong'shan'qie'li'shu 又入中山箧里书
'you'xian'chun'hen'dao'tian'ya 又衔春恨到天涯
'you'xiang'qian'shan'yong'cui'wei 犹向前山拥翠微
'you'you'chang'xiao 悠悠长啸
'you'yuan'xi'shi 犹怨西施
'you'yue'wu'deng'bu'suan'chun 有月无灯不算春
'yu'bie'gu'xiang'nan 欲别故乡难
'yu'ci'fa'chong'guan 于此发冲冠
'yu'di'shi'wen'liang'san'sheng 渔笛时闻两三声
'yu'guo'qian'feng'po'dai'nong 雨过千峰泼黛浓
'yu'ji'ji'ding'mao'jin'shi'sa'dou'la'tian'xi 虞集寄丁卯进士萨都剌天锡
'yu'ji'wan'wen'cheng'xiang 虞集挽文丞相
'yu'jin'yan'qu'yue'ru'gou 于今雁去月如钩
'yu'juan'gu'shan'xue'yi'lian 欲捲孤山雪一帘
'yu'lun'nian'ping'fang'cao 玉轮碾平芳草
'yu'ming'tang'kai'chun'cui'ping 玉茗堂开春翠屏
'yu'pan'cheng'lu'jin'bei'quan 玉盘承露金杯劝
'yu'qian'ru'jing 于谦入京
'yu'qian'shi'hui'yin 于谦石灰吟
'yu'qian'yong'mei'tan 于谦咏煤炭
'yu'qu'shi'ming'dang 欲去拾明珰
'yu'sheng'di'sui'guan'xian'lou 雨声滴碎管弦楼
'yu'shu'bu'zhi'yan'wu'ping 鱼书不至雁无凭
'yu'tang'xiao'shuang'de 玉堂萧爽地
'yu'xie'fang'qi'du 雨歇芳气度
'yu'ying'feng'yan'zha'qing'tian 雨莺风燕乍晴天
'yu'yu'bu'qian'nong'yun'san 雨余不遣浓云散
'yuan'bei'shen'cao'luan'ming'wa 远陂深草乱鸣蛙
'yuan'chong'huan'lin'xing'kou'zhan 袁崇焕临刑口占
'yuan'chong'huan'shan'hai'guan'song'ji'di'nan'hai 袁崇焕山海关送季弟南还
'yuan'chong'huan'xie'zhu'jiang'you'hai'dao 袁崇焕偕诸将游海岛
'yuan'dan'hong'lei'shi'yang'hua 愿弹红泪湿杨花
'yuan'hong'dao'ni'gong'ci'qi'yi 袁宏道拟宫词其一
'yuan'jin'diao'liang'bu'zi'zhi 涴尽雕梁不自知
'yuan'jin'sheng'han'yun 远近生寒云
'yuan'jue'wan'fang'zhong'zhang'bu'yu 袁桷晚访仲章不遇
'yuan'kai'bai'yan 袁凯白燕
'yuan'kai'jing'shi'de'jia'shu 袁凯京师得家书
'yuan'ren'zhang'si 愿人长似
'yuan'xue'you'ren'zhu'ci'shan 愿学幽人住此山
'yuan'zhong'dao'ye'quan 袁中道夜泉
'yuan'zhu'xu'sheng'ji 远逐徐生迹
'yue'chu'zhao'zhong'yuan 月出照中园
'yue'luo'xi'jiang'yuan 月落西江远
'yue'ming'han'shui'chu'wu'ying 月明汉水初无影
'yue'ming'hua'biao'he'gui'chi 月明华表鹤归迟
'yue'yuan'shi'jie 月圆时节
'yue'zhao'li'ren'you'bai'tou 月照离人又白头
'yun'an'ding'hu'long'qu'yuan 云暗鼎湖龙去远
'yun'jian'dai'yan'lu'tiao'tiao 云间待雁路迢迢
'yun'yin'hua'fang'lian 云阴花房敛
'zai'feng'chun'yue'xiang'ren'yuan 再逢春月向人圆
'zao'chun'tian'qi'yi'guan'qing 早春天气已关情
'zao'kai'hun'dun'de'wu'jin 凿开混沌得乌金
'zao'wu'hen'nan'liang 造物恨难量
'zhan'shou'wei'yi'bu'zi'you 战守逶迤不自由
'zhang'dai'yue'wang'fen 张岱岳王坟
'zhang'fu'you'lei'bu'qing'tan 丈夫有泪不轻弹
'zhang'huang'yan'jia'chen'ba'yue'ci'gu'li 张煌言甲辰八月辞故里
'zhang'huang'yan'jue'ming'shi 张煌言绝命诗
'zhang'huang'yan'man'jiang'hong'huai'yue'zhong'wu 张煌言满江红怀岳忠武
'zhang'huang'yan'ru'ding'guan 张煌言入定关
'zhang'huang'yan'su'guan'ting 张煌言宿官亭
'zhang'jiang'ban'ding'shi'ming'xian 瘴江班顶试鸣弦
'zhang'ke'jiu'ren'yue'yuan'wu'men'huai'gu 张可久人月圆吴门怀古
'zhang'li'chu'men'kan'shan'se 杖藜出门看山色
'zhang'li'shan'yuan'jin 杖藜山远近
'zhang'yang'hao'deng'tai'shan 张养浩登泰山
'zhang'you'shen'long'wei'fa'yan 长有神龙卫法筵
'zhang'yu'ru'meng'ling'shan'zhong'tao're'san'shou 张雨如梦令山中逃热三首
'zhang'yu'yi'qin'e'lan'zhou'xiao 张雨忆秦娥兰舟小
'zhang'zhu'dan'qing'xiao'jing'shan'shui 张翥丹青小景山水
'zhang'zhu'ta'sha'xing'jiang'shang'song'ke 张翥踏莎行江上送客
'zhao'jia'zi'mei'duo'xiang'ji 赵家姊妹多相忌
'zhao'ling'shi'ma'zi'si'feng 昭陵石马自嘶风
'zhao'meng'fu'dong'cheng 赵孟頫东城
'zhao'meng'fu'jue'ju'chun'han'ce'ce'yan'zhong'men 赵孟頫绝句春寒恻恻掩重门
'zhao'ren'yi'jiu'yi'lun'ming 照人依旧一轮明
'zhao'wang'ling'qi'jiu'shu'wu 昭王灵气久疏芜
'zhao'xin'cheng'bian'qiang'di'yu 赵信城边羌笛雨
'zheng'yuan'you'ji'jin'shan'pu'na 郑元祐寄金山普衲
'zheng'yuan'you'shu'hua'fang'qi'er 郑元祐书画舫其二
'zheng'yuan'you'ti'wang'yuan'zhang'mo'mei 郑元祐题王元章墨梅
'zhi'chi'you'qian'li 咫尺犹千里
'zhi'dao'cheng'feng'qu 只道乘风去
'zhi'dao'zao'huan'xiang 只道早还乡
'zhi'jin'wei'you'hu'bian'liu 只今惟有湖边柳
'zhi'jue'yi'ba'xi 只觉异巴西
'zhi'kong'jiang'nan'chun'yi'jian 只恐江南春意减
'zhi'kong'sao'tou'luo'shui'zhong 只恐搔头落水中
'zhi'ling'qian'zai'ma'jian'xiong 只令千载骂奸雄
'zhi'liu'qing'qi'man'qian'kun 只留清气满乾坤
'zhi'shi'ren'jia'hua'luo'jin 知是人家花落尽
'zhi'shi'xian'zi'bu'wu'shi'jian'chen 知是仙姿不污世间尘
'zhi'sui'shan'bei'qu 直随山北去
'zhi'xiao'ji'ge'meng'teng'zui 只销几个瞢腾醉
'zhi'yin'neng'zuo'shi'ren'yan 止因能作世人言
'zhi'yin'wei'dao'shang'xin'chu 只因未到伤心处
'zhi'you'hua'nan'hu 只有花难护
'zhi'you'qing'shan'yi'jiu'xiang'ren'ming 只有青山依旧向人明
'zhi'you'ying'ying'ye'yue 只有盈盈夜月
'zhi'you'yu'weng'neng'liao'shi 只有渔翁能了事
'zhong'chen'fa'fen'xi 忠臣发愤兮
'zhong'fen'ren'jiang'wei'qi'you 忠愤人将谓杞忧
'zhong'hun'yi'jiu'shou'liao'dong 忠魂依旧守辽东
'zhong'lan'zhi'hui 种兰植蕙
'zhong'lian'shen'chu'wu'feng'yu 重帘深处无风雨
'zhong'liu'hu'yu'lai 中流忽雨来
'zhong'ri'she'yu'zhou 终日射渔舟
'zhong'ting'bu'fang'cao 中庭步芳草
'zhong'zhi'jie'jian'nan 终知借剑难
'zhou'ji'mao'xi'dong 舟楫泖西东
'zhu'ge'ning'zhi'han'zuo'yi 诸葛宁知汉祚移
'zhu'jia'zhi'jie'lian'mao'yu 主家只解怜毛羽
'zhu'lou'qu'qu'zhu'xian'wa 珠楼曲曲贮仙娃
'zhu'men'ti'guo'liang'san'sheng 竹门啼过两三声
'zhu'sheng'rao'xi'ti 诸甥绕膝啼
'zhu'ye'pei'fu'lv'yan 竹叶醅浮绿酽
'zhu'yun'ming'chang'tu 祝允明长途
'zhu'yun'ming'guang'zhou'xi'ti 祝允明广州戏题
'zhu'yun'ming'jue'ju 祝允明绝句
'zhu'yun'ming'xiao'jing 祝允明小景
'zhu'zhi'yu'bi'di'ri'ben'gan'fu'qi'er 朱之瑜避地日本感赋其二
'zhu'zhi'yu'bi'di'ri'ben'gan'fu'qi'yi 朱之瑜避地日本感赋其一
'zhu'zhi'yu'man'xing 朱之瑜漫兴
'zhuang'cheng'shi'zhao'chi'bian'ying 妆成试照池边影
'zhuang'shu'diao'ling'you'yi'qiu 桩树凋零又一秋
'zhuo'kuai'bing'fei'chu'wang'lin 斫鲙冰飞出网鳞
'zhuo'yi'xun'xiang'you'bu'xiang 着意寻香又不香
'zi'fang'ben'wei'han'chou'chu 子房本为韩仇出
'zi'li'bian'sai'lu 自离边塞路
'zi'qia'tan'hen'jiao'xiao'ling 自掐檀痕教小伶
'zi'sai'feng'gao'gong'li'qiang 紫塞风高弓力强
'zi'xiang'jie'qian'chang'sun'ya 自向阶前长笋芽
'zi'zhe'huang'long'da'jiang'qi 自折黄龙大将旗
'zong'ge'lang'xing'lu 总隔郎行路
'zong'ling'zhai'xiang'han'niang'xiu 总令摘向韩娘袖
'zong'rao'qing'dang'fei'nan'qu 总饶轻荡飞难去
'zong'wei'ren'jian'shi'zhuan'ping 总为人间事转平
'zong'you'xiao'xiao'ji'zhu'zai 纵有萧萧几株在
'zui'hou'qing'kuang'ying'bu'jian 醉后清狂应不减
'zui'lai'fu'shang'mu'lan'zhou 醉来扶上木兰舟
'zui'li'dou'wang'shi'ge'jun 醉里都忘诗格峻
'zui'lian'ren'chu 最怜人处
'zui'wu'gu 最无辜
'zui'xiang'ri'yue'wu'ling'bian 醉乡日月武陵边
'zui'xiu'ying'feng'shou'luo'hua 醉袖迎风受落花
'zuo'chao'xin'ma'feng'cheng'xi 昨朝信马凤城西
'zuo'kan'qing'tai'yu'shang'yi 坐看青苔欲上衣
'zuo'ri'yang'he'da'zhan'hai 昨日杨河大战还
'zuo'ye'hua'shen'chu'rui'gong 昨夜花神出蕊宫
'zuo'you'zhong'zhan'shi'you'yu 坐有重毡食有鱼
