'bei'ri'dan'feng'wan'mu'chou 背日丹枫万木稠
'bei'ruo'gu'zheng'hong 背若孤征鸿
'bei'shan'yi'wen'shui'le'ming 北山移文谁勒铭
'bei'shang'wei'tu'shan 北上唯土山
'bei'shen'tian'heng'ke 悲甚田横客
'bei'shou'jin'yang'jia 北收晋阳甲
'bei'shu'bu'zhi'yan'wu'qing 北书不至雁无情
'bei'si'qiao'lian'mian 北思悄联绵
'bei'si'yu'ji'guan 悲丝与急管
'bei'tang'wu'yue'qiu 陂塘五月秋
'bei'tang'zi'pi'yuan 背堂资僻远
'bei'ting'shu'you'guan'zhong'shi 北庭数有关中使
'bei'wang'ku'xiao'hun 北望苦销魂
'bei'wang'shang'shen'zuo'bei'chuang 北望伤神坐北窗
'bei'wang'zhuan'wei'yi 北望转逶迤
'bei'xin'dan'kuang'gu 悲辛但狂顾
'bei'yan'sai'sheng'wei 北雁塞声微
'bei'ying'lu'ju'xin 杯迎露菊新
'bei'you'jian'shui'tong'qing'miao 北有涧水通青苗
'bei'yuan'jiu'jing'wei 北辕就泾渭
'bei'yuan'qie'bu'gun 备员窃补衮
'bei'zheng'huang'di'er'zai'qiu 北征皇帝二载秋
'bei'zhi'cheng'wu'chuan 卑枝成屋椽
'bei'zhi'di'jie'zi 卑枝低结子
'bei'zhi'kong'tong'bao 北知崆峒薄
'bei'zhu'ling'qing'he 北渚凌青荷
'bei'zou'guan'shan'kai'yu'xue 北走关山开雨雪
'bei'zou'jing'xian'jian 北走经险艰
'ben'chao'bu'ru'fei'gao'ji 本朝不入非高计
'ben'chao'zai'shu'li 本朝再树立
'ben'mai'wen'wei'huo 本卖文为活
'ben'quan'jian'shui'zhu 奔泉溅水珠
'ben'shi'chi'zhong'wu 本是池中物
'ben'teng'xian'li'zhi 奔腾献荔支
'ben'wu'dan'zao'shu 本无丹灶术
'ben'wu'xuan'mian'yi 本无轩冕意
'ben'yi'you'di'fang 本亦有堤防
'ben'zhi'ling'sui'wan 本枝凌岁晚
'ben'zhou'cong'shi'zhi'ming'jiu 本州从事知名久
'ben'zi'chu'ren'jia 本自楚人家
'ben'zi'han'nv'chu 本自寒女出
'ben'zi'yi'jia'ye 本自依迦叶
'ben'zou'ku'bu'nuan 奔走苦不暖
'ben'zou'wei'huang'jin 奔走为黄巾
'beng'dong'lan'yin'hu 崩冻岚阴昈
'beng'lei'you'yin'shi'ru'zuo 迸泪幽吟事如昨
'beng'nian'yi'zai'yong'an'gong 崩年亦在永安宫
'beng'po'kai'qi'qing 崩迫开其情
'beng'shi'qi'shan'shu 崩石欹山树
'beng'teng'rong'ma'ji 崩腾戎马际
'beng'ya'yu'ya'chuang 崩崖欲压床
'bi'cang'hui'xuan'ren'de'zhi 彼苍回轩人得知
'bi'cang'xiu'lin'zhe 闭藏修鳞蛰
'bi'ce'bing'ma'jian 逼侧兵马间
'bi'chuang'xiu'wu'meng'meng'shi 碧窗宿雾濛濛湿
'bi'di'bi'di'sui'shi'wan 避地避地岁时晚
'bi'di'he'shi'mian'chou'ku 避地何时免愁苦
'bi'fei'luan'song'li 笔飞鸾耸立
'bi'feng'jia'shi'yi'xie'zhen 必逢佳士亦写真
'bi'feng'xiang'zhu'jian 避风湘渚间
'bi'fu'dao'wu'xia 鄙夫到巫峡
'bi'fu'yi'fang'dang 鄙夫亦放荡
'bi'gong'tou'shang'guan 比公头上冠
'bi'guan'ren'shi'xiu 闭关人事休
'bi'hai'chui'yi'shang 碧海吹衣裳
'bi'hai'gua'xin'tu 碧海挂新图
'bi'hai'kuo'yu'cheng 碧海阔逾澄
'bi'hai'zhen'nan'she 碧海真难涉
'bi'hong'yi'lao'wei'yan'shao 毕宏已老韦偃少
'bi'hu'ren'gao'wo 闭户人高卧
'bi'hui'juan'wei'fang 碧蕙捐微芳
'bi'ji'yuan'guo'yang'qi'dan 笔迹远过杨契丹
'bi'jia'zhan'chuang'yu 笔架沾窗雨
'bi'jian'gong'hou'fu 必见公侯复
'bi'jie'shang'han'pu 碧节上寒蒲
'bi'jing'xian'chong'rong 毕景羡冲融
'bi'jing'yi'yan'zheng 毕景遗炎蒸
'bi'jiu'sui'yu'li 碧酒随玉粒
'bi'jue'jin'li'gen 必绝祲沴根
'bi'jun'wei'wo'ben 彼军为我奔
'bi'kan'shu'bai'si'shi'ren 比看叔伯四十人
'bi'kou'xiu'tan'xi 闭口休叹息
'bi'kou'yi'fen'san 避寇一分散
'bi'lai'xiang'guo'jian'an'shu 比来相国兼安蜀
'bi'li'po'yu'di 笔力破馀地
'bi'li'shi'cheng'heng'sai'qi 壁立石城横塞起
'bi'luo'chang'si'dai 碧萝长似带
'bi'luo'jing'feng'yu 笔落惊风雨
'bi'mian'hu'hao'e 彼免狐貉厄
'bi'mu'yu'shi'xun 闭目逾十旬
'bi'nian'bing'jiu'kai'juan'di 比年病酒开涓滴
'bi'qiang'zou'ma'shui'jia'er 臂枪走马谁家儿
'bi'qiu'he'chi'lian'bai'jie 敝裘何啻联百结
'bi'qiu'su'ji'zi 弊裘苏季子
'bi'qu'he'shi'jing 毕娶何时竟
'bi're'shi'lai'gui 避热时来归
'bi'ren'fen'jian'cao 避人焚谏草
'bi'ren'feng'mo'juan 鄙人奉末眷
'bi'ren'gua'dao'qi 鄙人寡道气
'bi'ruo'jiu'chuang'yi 必若救疮痍
'bi'se'dong'chai'men 碧色动柴门
'bi'se'hu'chou'chang 碧色忽惆怅
'bi'se'jian'song'lin 碧色见松林
'bi'se'li'ji'tie 壁色立积铁
'bi'shan'qing'you'shi 碧山晴又湿
'bi'shi'chang'ci'lu 避世常此路
'bi'shu'de'ming'yuan 避暑得名园
'bi'shui'chun'feng'ye'wai'hun 碧水春风野外昏
'bi'suan'chao'wei'yang 鼻酸朝未央
'bi'tuo'huang'jin'pei 必脱黄金辔
'bi'wa'chu'han'wai 碧瓦初寒外
'bi'wa'zhu'meng'zhao'cheng'guo 碧瓦朱甍照城郭
'bi'wei'qiang'yu'cao 碧委墙隅草
'bi'wen'tong'li'huo 比闻同罹祸
'bi'wu'hao'hua'gu'nan'shu 比屋豪华固难数
'bi'wu'qi'lao'feng'huang'zhi 碧梧栖老凤凰枝
'bi'xi'yao'ting'kuo 碧溪摇艇阔
'bi'xian'ju'zhao'zhu 碧鲜俱照箸
'bi'xie'fang'yi'zhan 弼谐方一展
'bi'xing'zhan'gui'tian 比兴展归田
'bi'xuan'gan'meng'hu 避喧甘猛虎
'bi'xuan'liang'jiao'gong 臂悬两角弓
'bi'xue'dao'luo'fu 避雪到罗浮
'bi'ya'yu'yang'jie'yuan'hen 比讶渔阳结怨恨
'bi'yan'sheng'chen'ti 必验升沉体
'bi'yao'reng'chuan'jiu'xiao'shi 毕曜仍传旧小诗
'bi'zao'fei'bu'mao 碧藻非不茂
'bi'ze'xing 逼仄行
'bi'zei'jin'shi'gui 避贼今始归
'bi'zha'wang'suo'shen 笔札枉所申
'bi'zhen'du'sao'qian'ren'jun 笔阵独扫千人军
'bi'zhi'hu'wai'cao 碧知湖外草
'bi'zhong'shu'gan'zhu 必种数竿竹
'bian'bing'jin'dong'zheng 边兵尽东征
'bian'cheng'you'yu'li 边城有馀力
'bian'dao'ji'chang'qu 便道即长驱
'bian'hua'you'kun'peng 变化有鲲鹏
'bian'jian'wei'shui'qing 编简为谁青
'bian'jiu'pai'jin'zhan 边酒排金醆
'bian'jue'ying'yu'tai'ding'ning 便觉莺语太丁宁
'bian'peng'shi'cheng'dong 编蓬石城东
'bian'qiu'yin'yi'jiu 边秋阴易久
'bian'ren'bu'gan'yi 边人不敢议
'bian'ri'shao'guang'hui 边日少光辉
'bian'sai'xi'bo'zui'chong'chi 边塞西蕃最充斥
'bian'shi'an'bian'ce 辩士安边策
'bian'ta'qi'fu'jia 鞭挞其夫家
'bian'ta'ri'yue'jiu 鞭挞日月久
'bian'ting'liu'xue'cheng'hai'shui 边亭流血成海水
'bian'tong'po'xie'di 变通迫胁地
'bian'tou'gong'qing'reng'du'jiao 边头公卿仍独骄
'bian'wu'fei'ji'gu 鞭巫非稽古
'bian'xia'xiang'yang'xiang'luo'yang 便下襄阳向洛阳
'bian'xin'ci'ri'lao 边心此日劳
'bian'xing'he'you'qi 褊性合幽栖
'bian'yan'gong'xiao'zi 辨眼工小字
'bian'ying'huang'fa'lao'yu'qiao 便应黄发老渔樵
'bian'you'si'sheng'fen 便有死生分
'bian'yu'hai'yong'bing 边隅还用兵
'bian'yu'jin'ruo'he 边隅今若何
'bian'yu'xian'sheng'ying'yong'jue 便与先生应永诀
'bian'zhi'si'shi'xi'ying'tian 便至四十西营田
'bie'cai'wei'ti'qin'feng'ya 别裁伪体亲风雅
'bie'hou'ba'dong'lu 别后巴东路
'bie'hou'jian'he'ren 别后见何人
'bie'jia'chang'er'nv 别家长儿女
'bie'jia'san'yue'yi'de'shu 别家三月一得书
'bie'jiu'ji'jiang'tao 别酒寄江涛
'bie'lai'hu'san'zai 别来忽三载
'bie'lai'pin'jia'zi 别来频甲子
'bie'lai'sui'yue'zhou 别来岁月周
'bie'lai'tou'bing'bai 别来头并白
'bie'lei'yao'tian'jin'shui'bo 别泪遥添锦水波
'bie'li'can'zhi'jin 别离惨至今
'bie'li'jing'jie'huan 别离惊节换
'bie'li'jing'si'di 别离经死地
'bie'li'shang'lao'da 别离伤老大
'bie'li'tong'yu'san 别离同雨散
'bie'li'yi'wu'nian 别离已五年
'bie'li'yi'zuo'ri 别离已昨日
'bie'li'you'da'da 别离忧怛怛
'bie'li'zhong'bu'jiu 别离终不久
'bie'pu'luo'hong'qu 别浦落红蕖
'bie'pu'yan'bin'qiu 别浦雁宾秋
'bie'shi'gu'yun'jin'bu'fei 别时孤云今不飞
'bie'tang'shi'wu'jie 别唐十五诫
'bie'yan'fu'qiu'gu 别燕赴秋菰
'bie'yan'hua'yu'mu 别筵花欲暮
'bie'yan'shi'yi'shen 别颜始一伸
'bie'yang'ji'zi'lian'shen'jun 别养骥子怜神俊
'bie'yi'zhong'gan'ji 别意终感激
'bie'you'ta'shan'zun 别有他山尊
'bin'cong'za'ta'shi'yao'jin 宾从杂遝实要津
'bin'fa'bai'cheng'si 鬓发白成丝
'bin'fa'ge'yi'cang 鬓发各已苍
'bin'fa'hai'ying'xue'man'tou 鬓发还应雪满头
'bin'jiao'ru'di'di 邠郊入地底
'bin'ke'ai'cun'xu 宾客隘村墟
'bin'ke'jian'ying'liu 宾客减应刘
'bin'ke'man'tang'shang 宾客满堂上
'bin'ke'yin'tiao'tong 宾客引调同
'bin'mao'yuan'zi'bai 鬓毛元自白
'bin'yan'xia'xiang'zhou 宾雁下襄州
'bing'bai'you'bai'sheng'chong'gang 病柏有柏生崇冈
'bing'can'jiang'zi'yi 兵残将自疑
'bing'cong'shen'zhuo'dao'wu'zhen 病从深酌道吾真
'bing'de'cui'yuan'ming 秉德崔瑗铭
'bing'di'fu'rong'ben'zi'shuang 并蒂芙蓉本自双
'bing'duo'you'shi'ke 病多犹是客
'bing'fa'wu'shi'jia 兵法五十家
'bing'fei'wo'jiang'tuo 病肺卧江沱
'bing'ge'an'liang'guan 兵戈闇两观
'bing'ge'chen'mo'mo 兵戈尘漠漠
'bing'ge'dong'jie'lian 兵戈动接联
'bing'ge'hao'wei'xi 兵戈浩未息
'bing'ge'ji'wei'xi 兵革既未息
'bing'ge'jiu'suo'ju 兵戈久索居
'bing'ge'jun'chen'yi 病隔君臣议
'bing'ge'kuang'sao'xie 兵戈况骚屑
'bing'ge'long'you'chuang 兵戈陇右创
'bing'ge'man'bian'jiao 兵戈满边徼
'bing'ge'shen'jiang'lao 兵革身将老
'bing'ge'wei'shuai'xi 兵革未衰息
'bing'ge'wei'xi'ren'wei'su 兵革未息人未苏
'bing'ge'you'sui'nian 兵戈有岁年
'bing'ge'you'yong'shu 兵戈犹拥蜀
'bing'ge'you'zai'yan 兵戈犹在眼
'bing'ge'yu'guan'sai 兵戈与关塞
'bing'ge'yu'ren'shi 兵戈与人事
'bing'ge'zu'jue'lao'jiang'bian 兵戈阻绝老江边
'bing'hu'dong'yao'bi 冰壶动瑶碧
'bing'hu'yu'heng'xuan'qing'qiu 冰壶玉衡悬清秋
'bing'jia'ji'jian'die 兵家忌间谍
'bing'jia'shao'lai'shu 兵甲少来书
'bing'jia'wang'chang'an 兵甲望长安
'bing'jian'shi'reng'zhuo 病减诗仍拙
'bing'jiang'wan'bi'ma'nao'han 冰浆碗碧玛瑙寒
'bing'jiu'shi'kong'pin 兵久食恐贫
'bing'ju'qun'ju'shao'sheng'yi 病橘群橘少生意
'bing'jun'fang'zhi'chi 秉钧方咫尺
'bing'jun'shu'wei'ou 秉钧孰为偶
'bing'ke'san'geng'hui'bai'shou 病渴三更回白首
'bing'ke'shen'he'qu 病渴身何去
'bing'ke'wu'guan'wei 病渴污官位
'bing'ling'jing'qi'ben 炳灵精气奔
'bing'liu'zhi'zhu'zhang 兵流指诸掌
'bing'ma'cheng'er'yi'yi'jiu 病马乘尔亦已久
'bing'ma'jin'zhao'wei'ni'hui 并马今朝未拟回
'bing'qi'hui'fei'niao 兵气回飞鸟
'bing'qi'kong'bu'yang 兵气恐不扬
'bing'qi'mu'jiang'bin 病起暮江滨
'bing'qi'zhang'lin'luan 兵气涨林峦
'bing'qu'dong'mo'dang 并驱动莫当
'bing'shen'xu'jun'wei 病身虚俊味
'bing'shen'zhong'bu'dong 病身终不动
'bing'shi'tian'shang'qi'lin'er 并是天上麒麟儿
'bing'shuang'zuo'ye'chu 冰霜昨夜除
'bing'tun'geng'chu'shi 并吞更出师
'bing'tun'yu'ge'ju 并吞与割据
'bing'xin'shi'ben'yuan 秉心识本源
'bing'xin'yu'chong'chong 秉心郁忡忡
'bing'xue'jing'cong'ming 冰雪净聪明
'bing'xue'yao'tian'qu 冰雪耀天衢
'bing'xue'ying'nan'zhi 冰雪莺难至
'bing'ye'duo'xian'zhui 病叶多先坠
'bing'yi'xue'dan'shang'ai'nao 冰翼雪澹伤哀猱
'bing'zai'jian'he'you 兵在见何由
'bing'zhang'hu'bao'fu 兵张虎豹符
'bing'zhao'wu'shan'chu 并照巫山出
'bing'zhi'yu'hu'duo 冰置玉壶多
'bing'zhong'wu'jian'di 病中吾见弟
'bing'zuo'shi'xia'tang 并坐石下堂
'bo'bei'yao'hu'ba 拨杯要忽罢
'bo'cai'shi'shang'ming 博采世上名
'bo'chuan'bei'xi'hou 泊船悲喜后
'bo'chuan'qiu'ye'jing'chun'cao 泊船秋夜经春草
'bo'fan'qu'bing'shi 拨烦去冰释
'bo'ji'wang'qiu'tian 搏击望秋天
'bo'jian'zhi'ci'zi'pi'yuan 蕃剑致此自僻远
'bo'lan'du'lao'cheng 波澜独老成
'bo'lin'can'jin'she 卜邻惭近舍
'bo'lin'nan'shan'you 卜邻南山幽
'bo'luan'ri'hua'chi 波乱日华迟
'bo'lv'tian'xi'cai'yu'he 勃律天西采玉河
'bo'mu'jiang'shui'chang'liu'di 薄暮江水长流地
'bo'mu'yu'ju'hai 薄暮欲俱还
'bo'piao'gu'mi'shen'yun'hei 波漂菰米沈云黑
'bo'qi'bu'ni'dao 拨弃不拟道
'bo'qi'tan'zhou'bai'hu'jiu 拨弃潭州百斛酒
'bo'she'gong'wu'xi 博涉供务隙
'bo'shi'cui'lin'qiu 擘石摧林丘
'bo'song'zi'jiang'ting 泊松滋江亭
'bo'tao'liang'shi'bi 波涛良史笔
'bo'tao'luan'yuan'feng 波涛乱远峰
'bo'tao'wan'qing'dui'liu'li 波涛万顷堆琉璃
'bo'tao'wei'zu'wei 波涛未足畏
'bo'xian'jun'ping'zhang 卜羡君平杖
'bo'yi'lin'ji'shui 薄衣临积水
'bo'yue'yang'cheng'xia 泊岳阳城下
'bo'yun'yan'ji'su 薄云岩际宿
'bo'zhong'zhi'jian'jian'yi'lv 伯仲之间见伊吕
'bo'zhou'cang'jiang'an 泊舟沧江岸
'bo'zhou'chu'gong'an 泊舟楚宫岸
'bo'zhou'ji'xue'bian 蕃州积雪边
'bo'zhu'ying'tong'jiang'xu'jing 卜筑应同蒋诩径
'bu'beng'yi'bu'qian 不崩亦不骞
'bu'bi'de'chen'lin 不比得陈琳
'bu'bi'lei'chang'liu 不必泪长流
'bu'bi'pei'xuan'pu 不必陪玄圃
'bu'bi'qu'chang'tu 不必取长途
'bu'bi'su'ma'kong'duo'rou 不比俗马空多肉
'bu'bi'tiao'man'lv 不必条蔓绿
'bu'bi'xu'bai'xi 不必须白晰
'bu'bi'yi'zhou'di 不必伊周地
'bu'bi'zuo'can'jun 不必作参军
'bu'bo'jin'ren'ai'gu'ren 不薄今人爱古人
'bu'cai'gan'xiu'zhi 不材甘朽质
'bu'cai'ming'wei'wan 不才名位晚
'bu'cai'tong'bu'gun 不才同补衮
'bu'chan'yi'zhang'kan'niu'dou 步蟾倚杖看牛斗
'bu'cheng'xiang'nan'guo 不成向南国
'bu'cheng'xun'bie'ye 不成寻别业
'bu'cheng'zhu'zhi'fa 不成诛执法
'bu'chi'bai'ren'san 不叱白刃散
'bu'chou'ba'dao'lu 不愁巴道路
'bu'ci'wan'li'chang'wei'ke 不辞万里长为客
'bu'ci'xin'ku'xing 不辞辛苦行
'bu'cuan'jing'chen'dong 不爨井晨冻
'bu'da'chang'qing'bing 不达长卿病
'bu'dai'zhi'shu'qiu 不待致书求
'bu'dan'shi'ren'xi 不但时人惜
'bu'dan'xi'chi'gui'ming'ding 不但习池归酩酊
'bu'dao'dong'liang'cai 不道栋梁材
'bu'dao'gu'ren'wu'su'shu 不道故人无素书
'bu'dao'han'xiang'jian 不道含香贱
'bu'dao'luo'yang'cen 不到洛阳岑
'bu'dao'zhu'gong'wu'biao'lai 不道诸公无表来
'bu'de'huo'xin'xiong 不得豁心胸
'bu'de'jian'qing'shi 不得见清时
'bu'de'man'tao'qian 不得慢陶潜
'bu'de'qiong'fu'sang 不得穷扶桑
'bu'de'shou'gu'rou 不得收骨肉
'bu'de'tong'chao'cuo 不得同晁错
'bu'de'wen'dan'sha 不得问丹砂
'bu'de'wu'dian'sao 不得无电扫
'bu'de'xiang'zhui'sui 不得相追随
'bu'di'you'huang'jin 布地有黄金
'bu'du'dong'nei'po 不独冻馁迫
'bu'du'guan'jiu'de 不独观酒德
'bu'du'han'jia'ying 不独汉家营
'bu'du'ling'wo'cang 不独陵我仓
'bu'du'qing'xiang'zun 不独卿相尊
'bu'du'ye'duan'zhou'fen'mian 不独夜短昼分眠
'bu'er'ku'han'he'tai'ku 不尔苦寒何太酷
'bu'fan'jiu'zheng'hun 不返旧征魂
'bu'fan'qing'si'kong 不返青丝鞚
'bu'fang'xiang'lao'ru'mi'tian 不放香醪如蜜甜
'bu'fang'you'zi'ji'he'yi 不妨游子芰荷衣
'bu'fei'jiang'he'wan'gu'liu 不废江河万古流
'bu'fen'tao'hua'hong'sheng'jin 不分桃花红胜锦
'bu'feng'shu'geng'zhi 不逢输鲠直
'bu'fu'bian'chen'guang 不复辨晨光
'bu'fu'geng'lun'wen 不复更论文
'bu'fu'gui'ben'cong 不复归本丛
'bu'fu'jian'ping'lu 不复见平陆
'bu'fu'jian'yan'bao 不复见颜鲍
'bu'fu'meng'zhou'kong 不复梦周孔
'bu'fu'tong'ku'xin 不复同苦辛
'bu'fu'wo'nan'yang 不复卧南阳
'bu'fu'ye'cheng'ming 不复谒承明
'bu'fu'zhi'tian'da 不复知天大
'bu'gan'chang'yu'lin'jiao'qu 不敢长语临交衢
'bu'gan'fei'shi'pian 不敢废诗篇
'bu'gan'hen'pao'chu 不敢恨庖厨
'bu'gan'hen'wei'tu 不敢恨危途
'bu'gan'qiang'wei'rong 不敢强为容
'bu'gan'yao'jia'ju 不敢要佳句
'bu'gan'zhui'zhou'xuan 不敢坠周旋
'bu'ge'kun'lun'cen 不隔昆仑岑
'bu'gou'fei'chang'ying 不苟飞长缨
'bu'gu'chu'chu'cui'chun'zhong 布谷处处催春种
'bu'gu'jian'fa'can 不顾翦伐残
'bu'guan'qing'fu'mian 不关轻绂冕
'bu'gui'he'jian'shang'zheng'fa 不归河间尚征伐
'bu'guo'wu'hu'qiu 不过五湖秋
'bu'guo'xing'jian'de 不过行俭德
'bu'he'feng'chui'mian 步壑风吹面
'bu'he'yong'qi'ji 不合用骐骥
'bu'hen'wo'shuai'zi'gui'shi 不恨我衰子贵时
'bu'ji'cao'tang'zi 不寄草堂赀
'bu'ji'cun'ye'ren 不及村野人
'bu'ji'gai'chan'chu 不记改蟾蜍
'bu'ji'shao'nian'ri 不及少年日
'bu'ji'yi'xing'shu 不寄一行书
'bu'ji'zu'fu'ying 不及祖父茔
'bu'jia'xi'ping'ting 不嫁惜娉婷
'bu'jian'bi'feng'jun 不见比封君
'bu'jian'chao'zheng'shi 不见朝正使
'bu'jian'ding'wang'cheng'jiu'chu 不见定王城旧处
'bu'jian'gao'ren'wang'you'cheng 不见高人王右丞
'bu'jian'jiang'dong'di 不见江东弟
'bu'jian'jiang'hu'xing'lu'nan 不见江湖行路难
'bu'jian'qiu'yun'dong 不见秋云动
'bu'jian'shi'nian'guan'ji'ji 不见十年官济济
'bu'jian'shi'yu'tu 不见石与土
'bu'jian'tang'qian'dong'shi'bo 不见堂前东逝波
'bu'jian'xi'shi'chen'tai'qiu 不减昔时陈太丘
'bu'jian'xiang'fei'gu'se'shi 不见湘妃鼓瑟时
'bu'jian'xing'tan'zhang 不见杏坛丈
'bu'jian'yi'ren'lai 不见一人来
'bu'jian'you'zi'hai 不见游子还
'bu'jiao'e'ya'nao'bi'lin 不教鹅鸭恼比邻
'bu'jin'bai'yan'gu 不尽白盐孤
'bu'jin'chang'jiang'gun'gun'lai 不尽长江衮衮来
'bu'ju'bi'lin'quan 卜居必林泉
'bu'ju'gui'xian'liao'dong'he 卜居归羡辽东鹤
'bu'ju'qi'jing'chu 卜居期静处
'bu'ju'shang'bai'li 卜居尚百里
'bu'ju'yi'wei'zhan 卜居意未展
'bu'jue'qian'xian'wei'hou'sheng 不觉前贤畏后生
'bu'jue'qun'xin'du 不觉群心妒
'bu'kan'chui'lao'bin 不堪垂老鬓
'bu'kan'dai'bai'yu 不堪代白羽
'bu'kan'ren'shi'ri'xiao'tiao 不堪人事日萧条
'bu'kan'zhi'lao'bing 不堪祗老病
'bu'ke'hao'lou'ju 不可好楼居
'bu'ke'jiu'liu'chai'hu'luan 不可久留豺虎乱
'bu'ke'wu'lei'ting 不可无雷霆
'bu'ken'wang'xing'yi 不肯妄行役
'bu'ken'yi'qi'shen 不肯易其身
'bu'kui'shi'chen'ci 不愧史臣词
'bu'lao'li'nu'chen 不劳吏怒嗔
'bu'lao'lie'shi'lei'pang'tuo 不劳烈士泪滂沱
'bu'lao'zhong'gu'bao'xin'qing 不劳钟鼓报新晴
'bu'lao'zhu'hu'bi 不劳朱户闭
'bu'ling'xin'ku'jiang'shan'chang 部领辛苦江山长
'bu'lu'wen'zhang'shi'yi'jing 不露文章世已惊
'bu'lv'yi'qing'guo 步履宜轻过
'bu'man'feng'huang'cheng 不满凤凰城
'bu'mei'fang'ba'hu 不寐防巴虎
'bu'mei'feng'yu'chen 不昧风雨晨
'bu'mei'qu'tang'ye'shui'hei 不寐瞿塘夜水黑
'bu'mian'chi'han'jie 不眠持汉节
'bu'mian'you'zhan'fa 不眠忧战伐
'bu'mian'zhan'bai'tu 不眠瞻白兔
'bu'mian'zi'chang'yin 不免自长吟
'bu'neng'sui'zao'gai 不能随皂盖
'bu'ni'ku'tu'qiong 不拟哭途穷
'bu'qin'duo'nian'leng'si'tie 布衾多年冷似铁
'bu'qin'ting'jin'yao 不寝听金钥
'bu'qu'fei'wu'han'shu'xiang 不去非无汉署香
'bu'qu'jing'reng'rui 部曲精仍锐
'bu'qu'yi'ping'sheng 部曲异平生
'bu'qu'you'qu'jie'wu'gui 部曲有去皆无归
'bu'que'mu'zheng'ru 补阙暮征入
'bu'ren'bian'yong'jue 不忍便永诀
'bu'ren'jing'she'ci 不忍竟舍此
'bu'ren'sha'wu'gu 不忍杀无辜
'bu'ru'qi'lu'pang 不如弃路旁
'bu'ru'qin'gu'en 不如亲故恩
'bu'ru'zao'huan'xiang 不如早还乡
'bu'ru'zui'li'feng'chui'jin 不如醉里风吹尽
'bu'shi'ai'hua'ji'ken'si 不是爱花即肯死
'bu'shi'ao'dang'shi 不是傲当时
'bu'shi'fan'xing'sheng 不是烦形胜
'bu'shi'gu'li'qun 不是故离群
'bu'shi'pa'hu'tan 不是怕湖滩
'bu'shi'shan'yin'dao 不识山阴道
'bu'shi'shang'shu'qi'bu'gu 不是尚书期不顾
'bu'shi'wu'gao'huo 不是无膏火
'bu'shi'wu'xiong'di 不是无兄弟
'bu'shi'zhi'jin'qing 不示知禁情
'bu'shi'zhong'gu'xiang 不识钟鼓飨
'bu'shou'tu'lv'qi 不受徒旅欺
'bu'shu'dan'gong'man'yu'hu 不熟丹宫满玉壶
'bu'shu'he'ji'lai'xiang'reng 簿书何急来相仍
'bu'si'chang'jian'xu'tian'yi 不似长剑须天倚
'bu'si'hui'gui'qin 不死会归秦
'bu'si'wen'chuang'yi 不似问疮痍
'bu'si'yun'an'du're'xin 不似云安毒热新
'bu'tan'ye'shi'jin'yin'qi 不贪夜识金银气
'bu'ti'dao'peng'hao 步屟到蓬蒿
'bu'ti'wan'zhu'shu 步屟万竹疏
'bu'tong'xing'zi'cu'hao'shen 不通姓字粗豪甚
'bu'tuo'qing'cheng'di 不唾青城地
'bu'wa'bu'jin'ta'xiao'ri 不袜不巾蹋晓日
'bu'wang'jiao'gong'shi 不忘角弓诗
'bu'wang'shun'ou'ge 不忘舜讴歌
'bu'wei'dao'tu'yong 不畏道途永
'bu'wei'jin'yu'li 不谓矜馀力
'bu'wei'kun'qiong'ning'you'ci 不为困穷宁有此
'bu'wei'yin'han'luo 不违银汉落
'bu'wen'ba'chi'qu 不闻八尺躯
'bu'wen'han'zhu'fang'fei'pin 不闻汉主放妃嫔
'bu'wen'lv'li'yu'huang'mei 不问绿李与黄梅
'bu'wen'xia'yin'shuai 不闻夏殷衰
'bu'wen'ye'cheng'wei 不问邺城围
'bu'wu'ge'jian'zhao 部伍各见招
'bu'xi'guo'dong'li 步屣过东篱
'bu'xi'qi'mao'zi'yuan'you 不惜奇毛恣远游
'bu'xia'pei'ba'jun 不暇陪八骏
'bu'xia'shi'nian'yu 不下十年馀
'bu'xia'you'fan'ce 不暇忧反侧
'bu'xian'pi'shu'jun'zhong'xu 不限匹数军中须
'bu'xian'ye'wai'wu'gong'ji 不嫌野外无供给
'bu'xu'chui'ji'guan 不须吹急管
'bu'xu'wen'ci'yi'can'chuang 不须闻此意惨怆
'bu'xu'xian'qi'qiang 不须羡其强
'bu'yan'ci'shan'wei 不厌此山薇
'bu'yao'xuan'huang'jin 不要悬黄金
'bu'ye'yue'lin'guan 不夜月临关
'bu'yi'huang'wu'you 不贻黄屋忧
'bu'yi'qing'cao'hu 不意青草湖
'bu'yi'qing'shi'jiu'ling'luo 不意清诗久零落
'bu'yi'sang'luan'ying 不以丧乱婴
'bu'yi'shu'sheng'er 不意书生耳
'bu'yi'shu'shi'ren 布衣数十人
'bu'yi'yuan'shan'yu 不意远山雨
'bu'yi'zai'jiao'jiong 不异在郊坰
'bu'ying'kong'bei'shang 不应空陂上
'bu'yong'chu'ci'zhao 不用楚辞招
'bu'you'ping'chuan'jue 不有平川决
'bu'you'wan'xue'gui 不有万穴归
'bu'you'xiao'zhou'neng'dang'jiang 不有小舟能荡桨
'bu'yu'ba'jun'ju'xian'ming 不与八骏俱先鸣
'bu'yu'gu'yuan'tong 不与故园同
'bu'yu'yi'jue'zhong'sun'shang 不虞一蹶终损伤
'bu'yu'zhong'feng'qun 不与众峰群
'bu'yuan'lun'zan'hu 不愿论簪笏
