'a'bing 阿炳
'xi'lu'ping'ju 西路评剧
'xi'pi 西皮
'xi'pi'xiao'kai'men 西皮小开门
'xi'qu 西曲
'xi'shan'qin'kuang 溪山琴况
'xi'tiao 西调
'xi'xiao'bo 奚啸伯
'xi'yang'xiao'gu 夕阳箫鼓
'xi'zhen'guan 席臻贯
'xia'he'nan 下河南
'xia'li'ba'ren 下里巴人
'xia'ye 夏野
'xia'yi'feng 夏一峰
'xia'zhi'qiu 夏之秋
'xia'zi'guang'deng 瞎子逛灯
'xian'ban'qiang 弦板腔
'xian'chi 咸池
'xian'lv'tiao 仙吕调
'xian'qiang 线腔
'xian'suo 弦索
'xian'xing'hai 冼星海
'xian'yu'tiao 贤寓调
'xian'zi'qiang 弦子腔
'xiang'he'da'qu 相和大曲
'xiang'he'ge 相和歌
'xiang'he'san'tiao 相和三调
'xiang'ju 湘剧
'xiang'ju 芗剧
'xiang'kun 湘昆
'xiang'liang'ci'liang 相梁刺梁
'xiang'liu'niang 香柳娘
'xiang'qiu 响球
'xiang'wu'yang'ge 襄武秧歌
'xiang'xi 湘西
'xiang'xi'hua'deng'xi 湘西花灯戏
'xiang'xi'yang'xi 湘西阳戏
'xiang'yang'qiang 襄阳腔
'xiao'chang 小唱
'xiao'er'hei'jie'hun 小二黑结婚
'xiao'fang'niu 小放牛
'xiao'gan'tian 孝感天
'xiao'huang'ma 小黄马
'xiao'kai'men 小开门
'xiao'mo'fang 小磨房
'xiao'pai'sheng 小排笙
'xiao'qiang'xi 小腔戏
'xiao'shan'he 小山河
'xiao'shao 箫韶
'xiao'sheng 小生
'xiao'wu'xi 小武戏
'xiao'xiang'shui'yun 潇湘水云
'xiao'yan 小宴
'xiao'yao'jin 逍遥津
'xiao'yi'wan'wan'qiang 孝义碗碗腔
'xiao'you'mei 萧友梅
'xie'dao'xiu 谢导秀
'xie'gong'cheng 谢功成
'xie'xiao'ping 谢孝苹
'xin'chang'tiao'qiang 新昌调腔
'xin'fa'mi'lv 新法密律
'xin'huang'dong'zu'nuo'xi 新晃侗族傩戏
'xin'shui'ling 新水令
'xin'tang'shu 新唐书
'xin'yan'qiu 新艳秋
'xin'yin'jie 新音阶
'xin'ying'tiao 新颖调
'xing'long'sheng 兴隆笙
'xing'lu'ku'ling 行路哭灵
'xing'lu'xun'zi 行路训子
'xing'tai'huai'tiao 邢台淮调
'xing'tai'xi'tiao 邢台西调
'xing'tai'xian'zi'qiang 邢台弦子腔
'xing'tai'zhui'zi'xi 邢台坠子戏
'xiong'ji'hua 熊冀华
'xiong'you'zhao'yang 胸有朝阳
'xu'bi'yun 徐碧云
'xu'ce'pao'cheng 徐策跑城
'xu'da'chun 徐大椿
'xu'he'xi 盱河戏
'xu'he'zi 许和子
'xu'huai'yu 徐怀钰
'xu'jing'qing 许镜清
'xu'jun'yue 徐君跃
'xu'kuang'hua 徐匡华
'xu'lan'yuan 徐兰沅
'xu'li 徐理
'xu'li'sun 徐立荪
'xu'mu'ma'cao 徐母骂曹
'xu'ru'yun 许茹芸
'xu'shang'ying 徐上瀛
'xu'xiao'feng 徐小凤
'xu'xiao'xiang 徐小香
'xu'xiao'ying 徐晓英
'xu'yong'san 许勇三
'xuan'gong 旋宫
'xuan'gong'zhuan'diao 旋宫转调
'xuan'niao 玄鸟
'xuan'xiang'wei'gong 旋相为宫
'xue'tang'yue'ge 学堂乐歌
'xue'yan 雪砚
'xue'yan'qin 雪艳琴
'xun'feng'qu 熏风曲
'xun'hui'sheng 荀慧生
'xun'kuang 荀况
'xun'meng 寻梦
'xun'xu 荀勖
'ya'bu 雅部
'ya'guan'lou 雅观楼
'ya'su'za'chu 雅俗杂出
'ya'yue 雅乐
'yan'dang'qiu'se 雁荡秋色
'yan'er'luo 雁儿落
'yan'fu'xi 严福喜
'yan'huang'feng'qing 炎黄风情
'yan'hui'zhu 言慧珠
'yan'ju'peng 言菊朋
'yan'lan'qiu 阎岚秋
'yan'le 燕乐
'yan'le'ban'zi'pu 燕乐半字谱
'yan'le'da'qu 燕乐大曲
'yan'le'er'shi'ba'tiao 燕乐二十八调
'yan'liang'kun 严良堃
'yan'ling'wen'zi 炎陵文梓
'yan'men'guan 雁门关
'yan'nan'zhi'an 燕南芝庵
'yan'qian 言前
'yan'su 阎肃
'yan'tian'chi 严天池
'yan'zhi'hu 胭脂虎
'yan'zou'jia 演奏家
'yang'ban'xi 样板戏
'yang'bao'sen 杨宝森
'yang'bao'yuan 杨葆元
'yang'bao'zhong 杨宝忠
'yang'chi 杨赤
'yang'chun'bai'xue 阳春白雪
'yang'chun'xia 杨春霞
'yang'er'xi 杨二喜
'yang'guan'qu 阳关曲
'yang'hong'nian 杨鸿年
'yang'jia'ren 杨嘉仁
'yang'jin'hao 杨金豪
'yang'kuang'min 杨匡民
'yang'long'shou 杨隆寿
'yang'ming'yu 杨鸣玉
'yang'qing 杨青
'yang'shan'dao'chang'duan 阳山道长短
'yang'shao'peng 杨少彭
'yang'wei'zhong'yong 洋为中用
'yang'xin'cai'cha'xi 阳新采茶戏
'yang'xin'lun 杨新伦
'yang'yin'liu 杨荫浏
'yang'yue'lou 杨月楼
'yang'zhong'he'xing 养中和性
'yang'zhou'hua'fang'lu 扬州画舫录
'yao'ban 腰板
'yao'bing'yan 姚丙炎
'yao'guan'rong 姚关荣
'yao'ju 姚剧
'yao'tiao 遥条
'ye'ben 夜奔
'ye'dong 叶栋
'ye'ming'pei 叶名佩
'ye'peng 叶蓬
'ye'shao'lan 叶少兰
'ye'shen'chen 夜深沉
'ye'sheng'lan 叶盛兰
'ye'tang 叶堂
'ye'xiao'gang 叶小钢
'ye'zhu'lin 野猪林
'yi'di'de 依地德
'yi'hu'ru'su 以胡入俗
'yi'hu'ru'ya 以胡入雅
'yi'huang'xi 宜黄戏
'yi'jiang'feng 一江凤
'yi'jiang'nan 忆江南
'yi'jing'guan'lv 异径管律
'yi'le 夷乐
'yi'liang'qi 一两漆
'yi'lun'hong'ri'zhao'xiong'jian 一轮红日照胸间
'yi'peng'xue 一捧雪
'yi'qi 一七
'yi'su'ru'ya 以俗入雅
'yi'yang'qiang 弋阳腔
'yi'yun'bu'sheng 以韵补声
'yi'ze 夷则
'yi'ze'jun 夷则均
'yi'zhou'le 伊州乐
'yi'zi'diao 乙字调
'yin'ban 音板
'yin'cheng'zong 殷承宗
'yin'da'zi 银达子
'yin'fa'lu 阴法鲁
'yin'fu 音符
'yin'lv 音律
'yin'lv'sheng'diao 音律声调
'yin'nao'chuo'zhu 吟猱绰注
'yin'pin 音频
'yin'qu 音区
'yin'se 音色
'yin'tou 音头
'yin'wei 音位
'yin'wei'ji'pu'fa 音位记谱法
'yin'xiang 音响
'yin'xiang 音箱
'yin'xu'wu'guan'cun 殷墟武官村
'yin'yu 音域
'yin'yue'fu'hao 音乐符号
'yin'yue'ji'gou 音乐机构
'yin'yue'jia'xie'hui 音乐家协会
'yin'yue'li'yi 音乐礼仪
'yin'yue'ren'wu 音乐人物
'yin'yue'shi'liao 音乐史料
'yin'yue'shi'xue'mei'xue'lun'gao 音乐史学美学论稿
'yin'yue'xu'shi 音乐叙事
'yin'zhu 音主
'yin'zhu 音柱
'yin'zi 引子
'ying'dou 郢都
'ying'sheng 应声
'ying'tiao 应调
'ying'xian'ke 迎仙客
'ying'zhong 应钟
'ying'zhong'jun 应钟均
'ying'zi'qiang 影子腔
'yong'ji'dao'qing'xi 永济道情戏
'yong'jia'za'ju 永嘉杂剧
'yong'ju 甬剧
'yong'kang'xing'gan'xi 永康醒感戏
'you'chun'xi 游春戏
'you'ci'nan'jian'tiao 右词南剑调
'you'hu'lu 油葫芦
'you'liu'dian 游六殿
'you'qiu 由求
'yu'bo'sun 俞伯荪
'yu'bu'sa'hua'hua'bu'hong 雨不洒花花不红
'yu'diao'shi 羽调式
'yu'fu'rong 玉芙蓉
'yu'ge 渔歌
'yu'gu'xi 渔鼓戏
'yu'he'ba 鱼合八
'yu'huang'hou 遇皇后
'yu'hui'yong 于会泳
'yu'ju 豫剧
'yu'ju'sheng 俞菊笙
'yu'kui'zhi 于魁智
'yu'ling'long 玉玲珑
'yu'long 余隆
'yu'mei'ren 虞美人
'yu'mei'ren 鱼美人
'yu'nan'hua'gu'xi 豫南花鼓戏
'yu'qing'xin 余青欣
'yu'san'sheng 余三胜
'yu'shan'pai 虞山派
'yu'shan'wu'pai 虞山吴派
'yu'shao'ze 喻绍泽
'yu'su'xian 于苏贤
'yu'tang'chun 玉堂春
'yu'tian'le 于阗乐
'yu'xun'fa 俞逊发
'yu'yao'qiang 余姚腔
'yu'yin 羽音
'yu'yu'sheng 俞玉笙
'yu'zan'ji 玉簪记
'yu'zhen'fei 俞振飞
'yu'zhen'ting 俞振庭
'yu'zhou'feng 宇宙锋
'yu'zi'yun 余紫云
'yuan'an'hua'gu'xi 远安花鼓戏
'yuan'ban 原板
'yuan'chang 圆场
'yuan'lin'hao 园林好
'yuan'men'she'ji 辕门射戟
'yuan'sheng 圆笙
'yuan'za'ju 元杂剧
'yue'bu 乐部
'yue'dui 乐队
'yue'fu 乐府
'yue'fu'chuan'sheng 乐府传声
'yue'fu'ji 乐府集
'yue'fu'shi'ji 乐府诗集
'yue'fu'za'lu 乐府杂录
'yue'guan 乐官
'yue'jie 乐节
'yue'jiu'ge 越九歌
'yue'ju 越剧
'yue'li 乐理
'yue'lv 乐律
'yue'lv 月律
'yue'lv'quan'shu 乐律全书
'yue'lv'xue 乐律学
'yue'pai 乐派
'yue'pan'le 悦般乐
'yue'pu 乐谱
'yue'qi 乐器
'yue'qin 月琴
'yue'qu 乐曲
'yue'shu 乐书
'yue'shu'yao'lu 乐书要录
'yue'tuan 乐团
'yue'wu 乐舞
'yue'wu'quan'pu 乐舞全谱
'yue'yang'hua'gu'xi 岳阳花鼓戏
'yue'zhang 乐章
'yun'han 云汉
'yun'men 云门
'yun'nan'hua'deng'xi 云南花灯戏
'yun'nan'zhuang'ju 云南壮剧
'yun'yang'hua'gu'xi 郧阳花鼓戏
'yun'zhe'yue 云遮月
'za'bi'yue'yin'dan'chu'yue'sheng 杂比曰音单出曰声
'za'ju 杂剧
'za'le 杂乐
'za'xi 杂戏
'zai'min 载民
'zao'bang 枣梆
'zao'chen 早晨
'zeng'ge'ge 曾格格
'zeng'hou'yi'bian'zhong 曾侯乙编钟
'zeng'hou'yi'mu 曾侯乙墓
'zha'mei'an 铡美案
'zhan'bei'yuan 战北原
'zhan'chang'sha 战长沙
'zhan'cheng'qiu 詹澄秋
'zhan'tai'ping 战太平
'zhan'yan 展衍
'zhan'yong'ming 詹永明
'zhang'chao 张朝
'zhang'e'yun 章遏云
'zhang'er'kui 张二奎
'zhang'gu 杖鼓
'zhang'guo'yong 张国勇
'zhang'han'hui 张寒晖
'zhang'hao'chen 张昊辰
'zhang'he 张鹤
'zhang'hua'ying 章华英
'zhang'jia'kou'sai'xi 张家口赛戏
'zhang'jian 张健
'zhang'jun'qiu 张君秋
'zhang'qi'lin 张淇林
'zhang'qian'yi 张千一
'zhang'sheng'kui 张胜奎
'zhang'shu 张曙
'zhang'wei'liang 张维良
'zhang'xue'jin 张学津
'zhang'ye'gu 张野孤
'zhang'yi'peng 张翼朋
'zhang'yin'song 张隐耸
'zhang'yuan'xiu 张元秀
'zhang'zhao'wei 张钊维
'zhang'zheng 张徵
'zhang'zhong'zhong 张钟中
'zhang'zi'qian 张子谦
'zhang'zi'sheng 张子盛
'zhao'ji'ping 赵季平
'zhao'jia'zhen 赵家珍
'zhao'jun'chu'sai 昭君出塞
'zhao'jun'yu 赵君玉
'zhao'jun'yuan 昭君怨
'zhao'pei'xin 赵培鑫
'zhao'ru'quan 赵如泉
'zhao'shi'gu'er 赵氏孤儿
'zhao'shou'zhen 赵守贞
'zhao'song'guang 赵宋光
'zhao'song'ting 赵松庭
'zhao'tong'shan 赵桐珊
'zhao'wei'ping 赵维平
'zhao'wen'kui 赵文奎
'zhao'yan'xia 赵燕侠
'zhao'yin'yin 赵胤胤
'zhao'yuan'ren 赵元任
'zhe'cao'pai 浙操派
'zhe'gu'tian 鹧鸪天
'zhe'pai 浙派
'zhe'yin'shi'zi'qin'pu 浙音释字琴谱
'zhe'zi'xi 折子戏
'zhen'sang 真嗓
'zhen'tan'zhou 镇潭州
'zheng'cang'yuan 正仓院
'zheng'dan 正旦
'zheng'diao'shi 徵调式
'zheng'lun 郑伦
'zheng'lv'cheng 郑律成
'zheng'min'zhong 郑珉中
'zheng'nong'tiao 正弄调
'zheng'pang'pian'ce 正旁偏侧
'zheng'pu 筝谱
'zheng'sheng'yin'jie 正声音阶
'zheng'wei'zhi'yin 郑卫之音
'zheng'xiao'ying 郑小瑛
'zheng'yin 徵音
'zheng'zu'xiang 郑祖襄
'zhi'diao'shi 之调式
'zhi'hui'fa 指挥法
'zhi'jing'pi'pa 直颈琵琶
'zhi'qu'wei'hu'shan 智取威虎山
'zhong'dong 中东
'zhong'gu'yue'dui 钟鼓乐队
'zhong'guo'kun'qu'gu'qin'yan'jiu'hui 中国昆曲古琴研究会
'zhong'guo'min'zu'guan'xian'yue'xie'hui 中国民族管弦乐协会
'zhong'guo'wu'ju'tuan 中国舞剧团
'zhong'lv 仲吕
'zhong'lv'jun 仲吕均
'zhong'yang'ge'wu'ju'tuan 中央歌舞剧团
'zhong'yang'yin'yue'xue'yuan 中央音乐学院
'zhong'yang'yin'yue'xue'yuan'chu'ban'she 中央音乐学院出版社
'zhong'yuan'yin'yun 中原音韵
'zhong'zhou'yun 中州韵
'zhou'chun'yi 周纯一
'zhou'da'feng 周大风
'zhou'guang'ren 周广仁
'zhou'guang'zhen 周光蓁
'zhou'jing'wang 周景王
'zhou'peng'tuo'xian 粥棚脱险
'zhou'ren'xian'sao 周仁献嫂
'zhou'rui'an 周瑞安
'zhou'wen'zhong 周文中
'zhou'xin'fang 周信芳
'zhou'xuan 周璇
'zhou'zhu'quan 周柱铨
'zhu'chang'wen 朱长文
'zhu'gong'diao 诸宫调
'zhu'ji'luan'tan 诸暨乱弹
'zhu'jian'er 朱践耳
'zhu'lian'fen 朱莲芬
'zhu'lin'qi'xian 竹林七贤
'zhu'ma'xi 竹马戏
'zhu'mo'han 朱默涵
'zhu'qin'xin 朱琴心
'zhu'quan 朱权
'zhu'sha'jing 朱砂井
'zhu'xi 朱熹
'zhu'xi'chen 朱惜辰
'zhu'yun 朱昀
'zhu'zi'yi 朱子易
'zhuan'ban 转板
'zhuan'ci 赚词
'zhuan'diao 转调
'zhuan'diao'huo'lang'er 转调货郎儿
'zhui'ju 坠剧
'zhuo'fang'cao 捉放曹
'zong'qin'shou'zhi'ji 总禽兽之极
'zou'ban 走板
'zui'tai'ping 醉太平
'zui'tao 醉涛
'zuo'gong 坐宫
'zuo'gong'xi 做功戏
